"Name","Address","City_State_ZIP","ZIP","Number_of_Sites","Url","House.district","Senate.district","full_address","lat","long","County"
"Midtown Trailer Court","1400 Cedar Street,","Lawrenceville, IL",62439,"Not found","https://www.mhvillage.com/parks/10834","102","51","1400 Cedar Street, Lawrenceville, IL 62439",38.720378,-87.686637,"Lawrence County"
"Pal & Sal Mobile Home Park","1730 12th St,","Lawrenceville, IL",62439,"Not found","https://www.mhvillage.com/parks/57845","102","51","1730 12th St, Lawrenceville, IL 62439",38.7187306,-87.6843467,"Lawrence County"
"Lazy G Village","15358 E Clarksville Rd,","Marshall, IL",62441,"Not found","https://www.mhvillage.com/parks/57824","102","51","15358 E Clarksville Rd, Marshall, IL 62441",39.4006504,-87.704561,"Clark County"
"HTC MHP","E 7th St,","Neoga, IL",62447,"Not found","https://www.mhvillage.com/parks/107084","107","54","E 7th St, Neoga, IL 62447",39.3189725,-88.4472303,"Cumberland County"
"J & L Estates","1030 Us Route 45,","Neoga, IL",62447,"110","https://www.mhvillage.com/parks/1541","107","54","1030 Us Route 45, Neoga, IL 62447",39.2961217,-88.4633472,"Cumberland County"
"Newton Mobile Home Park","Foster St,","Newton, IL",62448,"Not found","https://www.mhvillage.com/parks/107008","102","51","Foster St, Newton, IL 62448",38.983888,-88.1741992,"Jasper County"
"Fehrenbacher Mobile Home Park","1401 South Whittle Avenue,","Olney, IL",62450,"92","https://www.mhvillage.com/parks/11198","110","55","1401 South Whittle Avenue, Olney, IL 62450",38.71734,-88.084998,"Richland County"
"Olney Mobile Home Park","1116 South West Street,","Olney, IL",62450,"48","https://www.mhvillage.com/parks/11199","110","55","1116 South West Street, Olney, IL 62450",38.7303324,-88.0941754,"Richland County"
"B & East Mobile Home Court","1039 W Main St,","Olney, IL",62450,"Not found","https://www.mhvillage.com/parks/57771","110","55","1039 W Main St, Olney, IL 62450",38.7300656,-88.0985443,"Richland County"
"J & J Mobile Home Park","900 South Camp Avenue,","Olney, IL",62450,"Not found","https://www.mhvillage.com/parks/11201","110","55","900 South Camp Avenue, Olney, IL 62450",38.721379,-88.087458,"Richland County"
"Quiet Lane Mobile Home Park","1209 West Cherry Street,","Robinson, IL",62454,"30","https://www.mhvillage.com/parks/10427","102","51","1209 West Cherry Street, Robinson, IL 62454",39.0083641,-87.7569299,"Crawford County"
"Bennett Mobile Home Park","1406 S Cross Street,","Robinson, IL",62454,"Not found","https://www.mhvillage.com/parks/57725","102","51","1406 S Cross Street, Robinson, IL 62454",38.9943,-87.738763,"Crawford County"
"Cooper Mh Park","500 E Madison St,","Toledo, IL",62468,"Not found","https://www.mhvillage.com/parks/57665","102","51","500 E Madison St, Toledo, IL 62468",39.274987,-88.237472,"Cumberland County"
"Greeson's Prairie Village","500 East Madison,","Toledo, IL",62468,"Not found","https://www.mhvillage.com/parks/106866","102","51","500 East Madison, Toledo, IL 62468",39.274987,-88.237472,"Cumberland County"
"Beckman Mobile Home Court","2205 W Fillmore St,","Vandalia, IL",62471,"Not found","https://www.mhvillage.com/parks/57653","110","55","2205 W Fillmore St, Vandalia, IL 62471",38.972051,-89.1098516,"Fayette County"
"Riva & Sons Mobile Home Park","301 North Snell,","Blue Mound, IL",62513,"Not found","https://www.mhvillage.com/parks/10875","107","54","301 North Snell, Blue Mound, IL 62513",39.701447,-89.117606,"Macon County"
"Buffalo Court","100 S Main St,","Buffalo, IL",62515,"23","https://www.mhvillage.com/parks/106886","87","44","100 S Main St, Buffalo, IL 62515",39.8538557,-89.4058227,"Sangamon County"
"Flower Farm Trailer Park","1525 South Fairview Avenue,","Decatur, IL",62521,"Not found","https://www.mhvillage.com/parks/10889","96","48","1525 South Fairview Avenue, Decatur, IL 62521",39.8307436,-88.9760871,"Macon County"
"Wilder Haven East","3925 Tiffany Terrace,","Decatur, IL",62526,"494","https://www.mhvillage.com/parks/10892","88","44","3925 Tiffany Terrace, Decatur, IL 62526",39.8955633,-88.9137218,"Macon County"
"Woodland Estates","2397 North Illinois Street,","Decatur, IL",62526,"267","https://www.mhvillage.com/parks/10885","96","48","2397 North Illinois Street, Decatur, IL 62526",39.866748,-88.943572,"Macon County"
"Decatur Mobile Home park","2397 North Illinois Street,","Decatur, IL",62526,"268","https://www.mhvillage.com/parks/10879","96","48","2397 North Illinois Street, Decatur, IL 62526",39.866748,-88.943572,"Macon County"
"Harrison Mobile Home Park","1045 West Harrison Avenue,","Decatur, IL",62526,"Not found","https://www.mhvillage.com/parks/10883","96","48","1045 West Harrison Avenue, Decatur, IL 62526",39.8635266,-88.970551,"Macon County"
"Turk's Mobile Home Park","1235 East Pershing Road,","Decatur, IL",62526,"Not found","https://www.mhvillage.com/parks/10891","96","48","1235 East Pershing Road, Decatur, IL 62526",39.8772817,-88.9404301,"Macon County"
"Telfords Arrowhead","400 W Dunn St,","Macon, IL",62544,"Not found","https://www.mhvillage.com/parks/57828","107","54","400 W Dunn St, Macon, IL 62544",39.7104,-89.004505,"Macon County"
"Niantic Mobile Home Community","100 S Main St,","Niantic, IL",62551,"Not found","https://www.mhvillage.com/parks/106932","87","44","100 S Main St, Niantic, IL 62551",39.8522932,-89.168388,"Macon County"
"Lake Pana MH Court","Bayadier Dr,","Pana, IL",62557,"Not found","https://www.mhvillage.com/parks/107240","107","54","Bayadier Dr, Pana, IL 62557",39.3788894,-89.0348014,"Christian County"
"Park Manor","1020 Birch Avenue,","Pana, IL",62557,"Not found","https://www.mhvillage.com/parks/10271","107","54","1020 Birch Avenue, Pana, IL 62557",39.3854685,-89.0668198,"Christian County"
"Pawnee Mobile Home Park","Rte 104 E,","Pawnee, IL",62558,"38","https://www.mhvillage.com/parks/11244","108","54","Rte 104 E, Pawnee, IL 62558",39.5922166,-89.5721981,"Sangamon County"
"Lucky Horseshoe","1401 North 3rd Street,","Riverton, IL",62561,"140","https://www.mhvillage.com/parks/11247","108","54","1401 North 3rd Street, Riverton, IL 62561",39.8594069,-89.5445369,"Sangamon County"
"Hilltop Mobile Home Park","1000 East Kinzie Street,","Riverton, IL",62561,"170","https://www.mhvillage.com/parks/11246","108","54","1000 East Kinzie Street, Riverton, IL 62561",39.849549,-89.532923,"Sangamon County"
"Jess & Angel's Westview","1900 West South 2nd St,","Shelbyville, IL",62565,"Not found","https://www.mhvillage.com/parks/106774","107","54","1900 West South 2nd St, Shelbyville, IL 62565",39.4046145,-88.8143378,"Shelby County"
"Sunnyside Mobile Estates","1000 West South 10th Street,","Shelbyville, IL",62565,"Not found","https://www.mhvillage.com/parks/11303","107","54","1000 West South 10th Street, Shelbyville, IL 62565",39.3991544,-88.8038283,"Shelby County"
"Bailey Park","120 North Cherokee Street,","Taylorville, IL",62568,"41","https://www.mhvillage.com/parks/10279","107","54","120 North Cherokee Street, Taylorville, IL 62568",39.5502584,-89.2902442,"Christian County"
"Fairview Mobile Home Park","Fairview Trailer Court,","Taylorville, IL",62568,"20","https://www.mhvillage.com/parks/10275","107","54","Fairview Trailer Court, Taylorville, IL 62568",39.5514836,-89.3128713,"Christian County"
"Hillcrest Mobile Home Park","1500 East Main Cross Street,","Taylorville, IL",62568,"119","https://www.mhvillage.com/parks/10277","107","54","1500 East Main Cross Street, Taylorville, IL 62568",39.5504076,-89.2802463,"Christian County"
"Big Oak Mh Park","1006 E Franklin St,","Taylorville, IL",62568,"Not found","https://www.mhvillage.com/parks/57669","107","54","1006 E Franklin St, Taylorville, IL 62568",39.5473645,-89.2833635,"Christian County"
"Cherry Wood Trailer Park","1219 N Cheney St,","Taylorville, IL",62568,"Not found","https://www.mhvillage.com/parks/57668","107","54","1219 N Cheney St, Taylorville, IL 62568",39.5621283,-89.3070373,"Christian County"
"Mcclelland's Mobile Home Estates","15625 Kennedy Road,","Auburn, IL",62615,"16","https://www.mhvillage.com/parks/11705","108","54","15625 Kennedy Road, Auburn, IL 62615",39.5720845,-89.7446215,"Sangamon County"
"Sharp's Mobile Home Park","900 Lincoln St,","Auburn, IL",62615,"37","https://www.mhvillage.com/parks/11234","108","54","900 Lincoln St, Auburn, IL 62615",39.597435,-89.749859,"Sangamon County"
"Maple Trailer Court","700 W 4th St,","Beardstown, IL",62618,"Not found","https://www.mhvillage.com/parks/58091","99","50","700 W 4th St, Beardstown, IL 62618",40.013451,-90.439066,"Cass County"
"Westside Trailer Park","612 W 9th St,","Beardstown, IL",62618,"Not found","https://www.mhvillage.com/parks/107224","99","50","612 W 9th St, Beardstown, IL 62618",40.0101582,-90.4354041,"Cass County"
"Sumner Pointe","510 Ross St,","Carlinville, IL",62626,"38","https://www.mhvillage.com/parks/58039","108","54","510 Ross St, Carlinville, IL 62626",39.292857,-89.877027,"Macoupin County"
"Chatham Villa Mobile Home Park","503 South Main Street,","Chatham, IL",62629,"49","https://www.mhvillage.com/parks/11237","95","48","503 South Main Street, Chatham, IL 62629",39.6692084,-89.7045649,"Sangamon County"
"Chatham Southgate Mobile Home","601 South Main Street,","Chatham, IL",62629,"49","https://www.mhvillage.com/parks/36153","95","48","601 South Main Street, Chatham, IL 62629",39.6673112,-89.704332,"Sangamon County"
"Blue Spruce Mobile Home Park","414 E Locust St,","Chatham, IL",62629,"Not found","https://www.mhvillage.com/parks/11238","95","48","414 E Locust St, Chatham, IL 62629",39.6732715,-89.7001113,"Sangamon County"
"Mauks Mobile Home Court","826 W Madison St,","Girard, IL",62640,"Not found","https://www.mhvillage.com/parks/10910","108","54","826 W Madison St, Girard, IL 62640",39.4454668,-89.7881785,"Macoupin County"
"Girard Mobile Home Estates","Zachary Court,","Girard, IL",62640,"27","https://www.mhvillage.com/parks/10909","108","54","Zachary Court, Girard, IL 62640",39.4456635,-89.7931609,"Macoupin County"
"Westview Courts","710 W Adams St,","Greenview, IL",62642,"Not found","https://www.mhvillage.com/parks/107118","108","54","710 W Adams St, Greenview, IL 62642",40.0831512,-89.747743,"Menard County"
"Northwood","1110 Sandusky Rd.,","Jacksonville, IL",62650,"176","https://www.mhvillage.com/parks/11725","99","50","1110 Sandusky Rd., Jacksonville, IL 62650",39.7459945,-90.248018,"Morgan County"
"Cedarbrook Estates","544 Brooklyn Avenue,","Jacksonville, IL",62650,"42","https://www.mhvillage.com/parks/11700","99","50","544 Brooklyn Avenue, Jacksonville, IL 62650",39.726829,-90.215475,"Morgan County"
"Rolling Acres","1042 East Morton Avenue,","Jacksonville, IL",62650,"156","https://www.mhvillage.com/parks/11113","99","50","1042 East Morton Avenue, Jacksonville, IL 62650",39.7231422,-90.2169705,"Morgan County"
"Hillcrest Mobile Home Park","841 West Morton Avenue,","Jacksonville, IL",62650,"Not found","https://www.mhvillage.com/parks/11107","99","50","841 West Morton Avenue, Jacksonville, IL 62650",39.7231466,-90.2391735,"Morgan County"
"Pleasant View Mobile Home Park","1033 E Morton Ave,","Jacksonville, IL",62650,"Not found","https://www.mhvillage.com/parks/57855","99","50","1033 E Morton Ave, Jacksonville, IL 62650",39.7231423,-90.2170507,"Morgan County"
"Tremont Park","1500 Tremont Street,","Lincoln, IL",62656,"89","https://www.mhvillage.com/parks/10873","87","44","1500 Tremont Street, Lincoln, IL 62656",40.145681,-89.354509,"Logan County"
"Lincoln Terrace","904 21st Street,","Lincoln, IL",62656,"110","https://www.mhvillage.com/parks/10868","87","44","904 21st Street, Lincoln, IL 62656",40.161432,-89.382571,"Logan County"
"Woodland Mobile Home Court","707 Feldman Drive,","Lincoln, IL",62656,"67","https://www.mhvillage.com/parks/10872","87","44","707 Feldman Drive, Lincoln, IL 62656",40.164849,-89.379269,"Logan County"
"JD Singleton Mobile Home Court","113 Chestnut Street,","Lincoln, IL",62656,"Not found","https://www.mhvillage.com/parks/10871","87","44","113 Chestnut Street, Lincoln, IL 62656",40.1535666,-89.3699342,"Logan County"
"Shady Grove Mobile Park","1100 North Postville Drive,","Lincoln, IL",62656,"Not found","https://www.mhvillage.com/parks/10867","87","44","1100 North Postville Drive, Lincoln, IL 62656",40.1597318,-89.386457,"Logan County"
"Simonson Cove","1230 21st St,","Lincoln, IL",62656,"Not found","https://www.mhvillage.com/parks/107172","87","44","1230 21st St, Lincoln, IL 62656",40.1614404,-89.3840517,"Logan County"
"Loami MHP","723 North Main Street,","Loami, IL",62661,"100","https://www.mhvillage.com/parks/11243","108","54","723 North Main Street, Loami, IL 62661",39.678853,-89.8467547,"Sangamon County"
"Whispering Pines MHC","723 N Main St,","Loami, IL",62661,"100","https://www.mhvillage.com/parks/106830","108","54","723 N Main St, Loami, IL 62661",39.678853,-89.8467547,"Sangamon County"
"Three Acres Park","303 E Little St,","Rushville, IL",62681,"Not found","https://www.mhvillage.com/parks/106848","99","50","303 E Little St, Rushville, IL 62681",40.1253976,-90.5576511,"Schuyler County"
"Tomlinson Court","319 E Adams St,","Rushville, IL",62681,"Not found","https://www.mhvillage.com/parks/57715","99","50","319 E Adams St, Rushville, IL 62681",40.1239249,-90.5573303,"Schuyler County"
"Gas Lite Village","1168 N Grove St,","Virden, IL",62690,"Not found","https://www.mhvillage.com/parks/106770","108","54","1168 N Grove St, Virden, IL 62690",39.5153903,-89.7703508,"Macoupin County"
"Velten Trailer Park","252 S Cass St,","Virginia, IL",62691,"Not found","https://www.mhvillage.com/parks/107334","99","50","252 S Cass St, Virginia, IL 62691",39.9477365,-90.2099152,"Cass County"
"Velten Trailer Park","252 S Cass St,","Virginia, IL",62691,"Not found","https://www.mhvillage.com/parks/107336","99","50","252 S Cass St, Virginia, IL 62691",39.9477365,-90.2099152,"Cass County"
"Maple Creek","200 West Street,","Woodson, IL",62695,"33","https://www.mhvillage.com/parks/111136","100","50","200 West Street, Woodson, IL 62695",39.626531,-90.224236,"Morgan County"
"Oakwood an FR Community","3725 N. Peoria Road,","Springfield, IL",62702,"210","https://www.mhvillage.com/parks/11292","95","48","3725 N. Peoria Road, Springfield, IL 62702",39.8497463,-89.6266635,"Sangamon County"
"Ridge Village Mobile Home Park","2800 Ridge Avenue,","Springfield, IL",62702,"52","https://www.mhvillage.com/parks/11281","95","48","2800 Ridge Avenue, Springfield, IL 62702",39.81689,-89.609657,"Sangamon County"
"Northbrook MHC","3430 Peoria Road,","Springfield, IL",62702,"180","https://www.mhvillage.com/parks/11266","95","48","3430 Peoria Road, Springfield, IL 62702",39.8476907,-89.6270452,"Sangamon County"
"Prairie Grove","3319 Ridgewood Avenue,","Springfield, IL",62702,"78","https://www.mhvillage.com/parks/11689","95","48","3319 Ridgewood Avenue, Springfield, IL 62702",39.823888,-89.600365,"Sangamon County"
"Fremont Park","3501 Ridgely Ave,","Springfield, IL",62702,"94","https://www.mhvillage.com/parks/11704","95","48","3501 Ridgely Ave, Springfield, IL 62702",39.8236485,-89.6394263,"Sangamon County"
"North Oaks","4001 Sandhill Rd,","Springfield, IL",62702,"162","https://www.mhvillage.com/parks/45862","95","48","4001 Sandhill Rd, Springfield, IL 62702",39.856264,-89.618425,"Sangamon County"
"Westwood Place","1515 North Lincoln Avenue,","Springfield, IL",62702,"206","https://www.mhvillage.com/parks/11269","95","48","1515 North Lincoln Avenue, Springfield, IL 62702",39.8185468,-89.6731528,"Sangamon County"
"Willow Grove","3451 Ridge Avenue,","Springfield, IL",62702,"97","https://www.mhvillage.com/parks/11294","95","48","3451 Ridge Avenue, Springfield, IL 62702",39.8234219,-89.5994452,"Sangamon County"
"Woodland Acres Mobile Home Park","3500 North Dirksen Parkway,","Springfield, IL",62702,"232","https://www.mhvillage.com/parks/11295","95","48","3500 North Dirksen Parkway, Springfield, IL 62702",39.8524049,-89.6077702,"Sangamon County"
"Cottonwood South","3617 North Grand Avenue East,","Springfield, IL",62702,"295","https://www.mhvillage.com/parks/11254","95","48","3617 North Grand Avenue East, Springfield, IL 62702",39.8163656,-89.5982916,"Sangamon County"
"Westwood Park","1500 North Bruns Lane,","Springfield, IL",62702,"20","https://www.mhvillage.com/parks/66625","95","48","1500 North Bruns Lane, Springfield, IL 62702",39.8199391,-89.686245,"Sangamon County"
"Park Ridge Mobile Home Park","1751 North Grand Avenue West,","Springfield, IL",62702,"106","https://www.mhvillage.com/parks/31506","95","48","1751 North Grand Avenue West, Springfield, IL 62702",39.8159488,-89.6821871,"Sangamon County"
"Linden Manor","3041 E Linden Ave,","Springfield, IL",62702,"45","https://www.mhvillage.com/parks/11271","95","48","3041 E Linden Ave, Springfield, IL 62702",39.804507,-89.609429,"Sangamon County"
"Gaslite Senior Mobile Home Court","1618 W Jefferson St.,","Springfield, IL",62702,"57","https://www.mhvillage.com/parks/104537","95","48","1618 W Jefferson St., Springfield, IL 62702",39.807525,-89.6803683,"Sangamon County"
"Johns Mobile Apts & Park","3337 E Carpenter St,","Springfield, IL",62702,"Not found","https://www.mhvillage.com/parks/57690","95","48","3337 E Carpenter St, Springfield, IL 62702",39.8067171,-89.6022504,"Sangamon County"
"Scottsdale","720 Forrest Avenue,","Springfield, IL",62702,"Not found","https://www.mhvillage.com/parks/111132","95","48","720 Forrest Avenue, Springfield, IL 62702",39.8086181,-89.6178843,"Sangamon County"
"Sunset","3303 E Enos Ave,","Springfield, IL",62702,"Not found","https://www.mhvillage.com/parks/57692","95","48","3303 E Enos Ave, Springfield, IL 62702",39.80758,-89.6023825,"Sangamon County"
"Brittany Court","3206 E Elm Street,","Springfield, IL",62702,"Not found","https://www.mhvillage.com/parks/111114","95","48","3206 E Elm Street, Springfield, IL 62702",39.810971,-89.6028589,"Sangamon County"
"North Wood Estates","4113 North Peoria Road,","Springfield, IL",62702,"235","https://www.mhvillage.com/parks/11275","95","48","4113 North Peoria Road, Springfield, IL 62702",39.853536,-89.620873,"Sangamon County"
"Timberline Manor","720 Forrest Avenue,","Springfield, IL",62702,"175","https://www.mhvillage.com/parks/11288","95","48","720 Forrest Avenue, Springfield, IL 62702",39.8086181,-89.6178843,"Sangamon County"
"Pheasant Run","3535 East Cook Street,","Springfield, IL",62703,"163","https://www.mhvillage.com/parks/11277","96","48","3535 East Cook Street, Springfield, IL 62703",39.7947054,-89.5996484,"Sangamon County"
"Timber Creek Living","2800 Via Rosso,","Springfield, IL",62703,"200","https://www.mhvillage.com/parks/68948","96","48","2800 Via Rosso, Springfield, IL 62703",39.7669536,-89.6235766,"Sangamon County"
"Barco Mh Park","3000 S 11th St,","Springfield, IL",62703,"Not found","https://www.mhvillage.com/parks/57697","95","48","3000 S 11th St, Springfield, IL 62703",39.760997,-89.6398,"Sangamon County"
"C & C Trailer Park","3000 S 12th St,","Springfield, IL",62703,"Not found","https://www.mhvillage.com/parks/57696","95","48","3000 S 12th St, Springfield, IL 62703",39.760947,-89.6381879,"Sangamon County"
"Fox Bridge Court","1847 Truman Rd,","Springfield, IL",62703,"Not found","https://www.mhvillage.com/parks/57693","96","48","1847 Truman Rd, Springfield, IL 62703",39.7687484,-89.6284188,"Sangamon County"
"Sunset Inn Trailor Court","3540 S 6th Street Rd,","Springfield, IL",62703,"Not found","https://www.mhvillage.com/parks/57686","95","48","3540 S 6th Street Rd, Springfield, IL 62703",39.7569886,-89.6445415,"Sangamon County"
"Woodside Mobile Home Community","2735 South 14th Street,","Springfield, IL",62703,"Not found","https://www.mhvillage.com/parks/11256","96","48","2735 South 14th Street, Springfield, IL 62703",39.7770936,-89.636919,"Sangamon County"
"Edgewood Mobile Home Park","3201 South Douglas Avenue,","Springfield, IL",62704,"48","https://www.mhvillage.com/parks/11257","96","48","3201 South Douglas Avenue, Springfield, IL 62704",39.7884516,-89.6704391,"Sangamon County"
"Salmons Mobile Home Court","3625 South Douglas Avenue,","Springfield, IL",62704,"Not found","https://www.mhvillage.com/parks/11285","96","48","3625 South Douglas Avenue, Springfield, IL 62704",39.7884516,-89.6704391,"Sangamon County"
"Cottonwood Cove","3617 N Grand Ave E.,","Springfield, IL",62707,"280","https://www.mhvillage.com/parks/127230","95","48","3617 N Grand Ave E., Springfield, IL 62707",39.8163656,-89.5982916,"Sangamon County"
"Forrest Park","300 Forrest Avenue,","Springfield, IL",62707,"160","https://www.mhvillage.com/parks/127228","96","48","300 Forrest Avenue, Springfield, IL 62707",39.8051947,-89.6175826,"Sangamon County"
"Lincoln Trails","4263 Old Route 36,","Springfield, IL",62707,"Not found","https://www.mhvillage.com/parks/57689","95","48","4263 Old Route 36, Springfield, IL 62707",39.7529689,-89.7493143,"Sangamon County"
"Englewood Mobile Home Park","7100 Mechanicsburg Rd,","Springfield, IL",62712,"Not found","https://www.mhvillage.com/parks/57694","96","48","7100 Mechanicsburg Rd, Springfield, IL 62712",39.8022797,-89.5836959,"Sangamon County"
"Centralia Estates","101 Harting Drive,","Centralia, IL",62801,"20","https://www.mhvillage.com/parks/128976","110","55","101 Harting Drive, Centralia, IL 62801",38.533945,-89.175334,"Clinton County"
"Countryview Trailer Court","417 West 17th Street,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/10297","110","55","417 West 17th Street, Centralia, IL 62801",38.5106384,-89.1427486,"Marion County"
"Heritage Mobile Home Park","240 S Wabash Ave,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/58021","110","55","240 S Wabash Ave, Centralia, IL 62801",38.4993224,-89.1397517,"Marion County"
"15th Street Mobile Home Park","735 E 15th St,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/58025","110","55","735 E 15th St, Centralia, IL 62801",38.5108914,-89.1332798,"Marion County"
"Central City Mobile Home Park","208 E Green St,","Central City, IL",62801,"Not found","https://www.mhvillage.com/parks/106684","110","55","208 E Green St, Central City, IL 62801",38.547183,-89.128012,"Marion County"
"Jana Drive Mh Park","363 E 17th St,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/58019","110","55","363 E 17th St, Centralia, IL 62801",38.510462,-89.136892,"Marion County"
"Rosewood Mobile Home Park","1810 S Pine St,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/58016","110","55","1810 S Pine St, Centralia, IL 62801",38.5067144,-89.1305157,"Marion County"
"Sycamore Street MHP","1214-1224 Sycamore St,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/107418","110","55","1214-1224 Sycamore St, Centralia, IL 62801",38.5331616,-89.1263517,"Marion County"
"Town And Country Mh Park","1100 Gragg St,","Centralia, IL",62801,"Not found","https://www.mhvillage.com/parks/10992","110","55","1100 Gragg St, Centralia, IL 62801",38.53826,-89.1205131,"Marion County"
"Section Two Trailer Park","1106 Lickliter Street,","Benton, IL",62812,"Not found","https://www.mhvillage.com/parks/10516","116","58","1106 Lickliter Street, Benton, IL 62812",37.9860739,-88.9179326,"Franklin County"
"Jim Davis Mobile Home Park","West Dr,","Carmi, IL",62821,"28","https://www.mhvillage.com/parks/27865","116","58","West Dr, Carmi, IL 62821",38.0890682,-88.1823355,"White County"
"Oakwood Mobile Home Park","405 Biggs Ln,","Christopher, IL",62822,"Not found","https://www.mhvillage.com/parks/57993","116","58","405 Biggs Ln, Christopher, IL 62822",37.9808309,-89.0578106,"Franklin County"
"Bateman Trailer Court","925 S Main St,","Clay City, IL",62824,"Not found","https://www.mhvillage.com/parks/57991","110","55","925 S Main St, Clay City, IL 62824",38.6776769,-88.3541354,"Clay County"
"J & M Mobile Home Park","13 Mobile Home Drive,","Du Quoin, IL",62832,"20","https://www.mhvillage.com/parks/11158","115","58","13 Mobile Home Drive, Du Quoin, IL 62832",38.0108739,-89.2490194,"Perry County"
"Trail Acres Trailer Park","550 E Smith Ave,","Du Quoin, IL",62832,"Not found","https://www.mhvillage.com/parks/57940","115","58","550 E Smith Ave, Du Quoin, IL 62832",38.0196708,-89.2320834,"Perry County"
"Fairfield Estates","509 NW 7th Street,","Fairfield, IL",62837,"Not found","https://www.mhvillage.com/parks/36979","116","58","509 NW 7th Street, Fairfield, IL 62837",38.3867486,-88.3683339,"Wayne County"
"Oak Grove Village","2401 Veterans Memorial Dr.,","Mount Vernon, IL",62864,"155","https://www.mhvillage.com/parks/10656","116","58","2401 Veterans Memorial Dr., Mount Vernon, IL 62864",38.299763,-88.923949,"Jefferson County"
"Parkview Mobile Home Park","1200 South 28th Street,","Mount Vernon, IL",62864,"Not found","https://www.mhvillage.com/parks/10657","116","58","1200 South 28th Street, Mount Vernon, IL 62864",38.303373,-88.924608,"Jefferson County"
"Salem Mobile Home Park","1700 North Broadway,","Salem, IL",62881,"Not found","https://www.mhvillage.com/parks/11003","110","55","1700 North Broadway, Salem, IL 62881",38.647249,-88.9412471,"Marion County"
"Starlight Mobile Home Village","300 East Olive Street,","Salem, IL",62881,"Not found","https://www.mhvillage.com/parks/11005","110","55","300 East Olive Street, Salem, IL 62881",38.6302033,-88.9425962,"Marion County"
"Colonial Esates","3556 Old 51 Road,","Sandoval, IL",62882,"Not found","https://www.mhvillage.com/parks/31166","110","55","3556 Old 51 Road, Sandoval, IL 62882",38.5770888,-89.1147405,"Marion County"
"Oakview Mobile Home Park","1200 E 9th St,","West Frankfort, IL",62896,"Not found","https://www.mhvillage.com/parks/57628","117","59","1200 E 9th St, West Frankfort, IL 62896",37.906778,-88.914358,"Franklin County"
"Southern Mobile Home Park","335 Warren Road,","Carbondale, IL",62901,"77","https://www.mhvillage.com/parks/10629","118","59","335 Warren Road, Carbondale, IL 62901",37.705502,-89.195126,"Jackson County"
"University Heights","290 Warren Rd,","Carbondale, IL",62901,"96","https://www.mhvillage.com/parks/58042","118","59","290 Warren Rd, Carbondale, IL 62901",37.705219,-89.194921,"Jackson County"
"Bel-Aire Mobile Home Park","900 East Park Street,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/10600","118","59","900 East Park Street, Carbondale, IL 62901",37.7158367,-89.2034805,"Jackson County"
"Covington Trailer Court","613 East College Street,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/10608","118","59","613 East College Street, Carbondale, IL 62901",37.7221408,-89.2082865,"Jackson County"
"Edgewood Estates","500 Charles Road,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/10612","118","59","500 Charles Road, Carbondale, IL 62901",37.7529085,-89.222962,"Jackson County"
"Meadowbrook Estates","388 Warren Rd,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/58047","118","59","388 Warren Rd, Carbondale, IL 62901",37.7060728,-89.1951319,"Jackson County"
"Bush Mobile Home Park North 2","368 Warren Rd,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/58051","118","59","368 Warren Rd, Carbondale, IL 62901",37.7059458,-89.1951378,"Jackson County"
"Mills & Son Trailer Court","608 North Oakland Avenue,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/10619","118","59","608 North Oakland Avenue, Carbondale, IL 62901",37.7328066,-89.2278311,"Jackson County"
"Pleasant Valley","214 Warren Rd,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/58044","118","59","214 Warren Rd, Carbondale, IL 62901",37.7039705,-89.1949371,"Jackson County"
"Roxanne Mobile Home Park","2301 South Illinois Avenue,","Carbondale, IL",62901,"Not found","https://www.mhvillage.com/parks/10627","118","59","2301 South Illinois Avenue, Carbondale, IL 62901",37.692976,-89.218829,"Jackson County"
"Wildwood Mobile Home Park","6755 Giant City Rd,","Carbondale, IL",62902,"89","https://www.mhvillage.com/parks/10636","118","59","6755 Giant City Rd, Carbondale, IL 62902",37.711424,-89.1853927,"Jackson County"
"Crab Orchard Lake Mh Community","1343 S County Line Rd,","Carbondale, IL",62902,"125","https://www.mhvillage.com/parks/10609","118","59","1343 S County Line Rd, Carbondale, IL 62902",37.7523572,-89.1518872,"Williamson County"
"Frost Mobile Home Park","1207 East Pleasant Hill Road,","Carbondale, IL",62902,"Not found","https://www.mhvillage.com/parks/10613","118","59","1207 East Pleasant Hill Road, Carbondale, IL 62902",37.7002151,-89.2065743,"Jackson County"
